Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15570,Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02
15573,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15576,Casper's Scare School: Spooky Sports Day,DS,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02
15578,My Hero: Doctor,DS,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02
15583,Elf Bowling 1 & 2,DS,2005,Sports,Ignition Entertainment,0.02,0,0,0,0.02
15584,Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,0,0,0.02,0,0.02
15586,Bomberman 2,DS,2008,Puzzle,Hudson Soft,0,0.01,0,0,0.02
15588,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,Square Enix,0,0,0.02,0,0.02
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Misc,Gakken,0,0,0.02,0,0.02
15591,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,Namco Bandai Games,0,0,0.02,0,0.02
15597,Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
15599,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5pb,0,0,0.02,0,0.02
15600,Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007,Sports,DSI Games,0.02,0,0,0,0.02
15601,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0,0.01,0,0,0.02
15603,Emergency 2012,DS,2010,Simulation,Rondomedia,0,0.02,0,0,0.02
15607,Aqua Panic!,DS,2009,Puzzle,Neko Entertainment,0.01,0.01,0,0,0.02
15613,Let's Dance with Mel B,X360,2011,Sports,Black Bean Games,0,0.02,0,0,0.02
15616,Toukiden 2,PS3,2016,Action,Tecmo Koei,0,0,0.02,0,0.02
15618,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,Irem Software Engineering,0,0,0.02,0,0.02
15619,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15621,Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02
15624,Dancing on Ice,DS,2010,Sports,Ghostlight,0,0.02,0,0,0.02
15627,Rock Blast,Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02
15628,Touch Detective (JP sales),DS,2006,Adventure,505 Games,0,0,0.02,0,0.02
15630,Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02
15639,Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15648,PDC World Championship Darts 2009,Wii,2009,Sports,Oxygen Interactive,0,0.02,0,0,0.02
15649,Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,0,0.02,0,0,0.02
15652,Canada Hunt,Wii,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02
15659,Barnyard Blast: Swine of the Night,DS,2008,Platform,Big Ben Interactive,0.02,0,0,0,0.02
15660,SBK09 Superbike World Championship,PS3,2009,Racing,Black Bean Games,0,0.01,0,0,0.02
15666,Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,0,0,0.02,0,0.02
15668,Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,0,0,0.02,0,0.02
15673,NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0,0,0,0.02
15679,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
15680,Balls of Fury,DS,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02
15681,50 Classic Games,3DS,2012,Misc,Avanquest Software,0,0.02,0,0,0.02
15685,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
15688,Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment,0.02,0,0,0,0.02
15689,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0,0,0.02,0,0.02
15691,Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02
15693,Ketsui Death Label,DS,2008,Shooter,Arika,0,0,0.02,0,0.02
15697,Mechanic Master 2,DS,2010,Puzzle,Crave Entertainment,0.02,0,0,0,0.02
15703,Monster High 13 Wishes,3DS,2013,Action,Little Orbit,0,0.02,0,0,0.02
15708,Sarah: Keeper of the Unicorn,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0,0.02
15713,Ginga Tetsudou 999 DS,DS,2010,Adventure,Culture Brain,0,0,0.02,0,0.02
15714,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
15721,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0,0.01,0,0,0.02
15725,Zoids Dash,DS,2006,Role-Playing,Tomy Corporation,0,0,0.02,0,0.02
15733,Super Speed Machines,DS,2009,Racing,Midas Interactive Entertainment,0.02,0,0,0,0.02
15736,DJ Star,DS,2009,Misc,Deep Silver,0.01,0,0,0,0.02
15738,Cookie & Cream,DS,2007,Platform,505 Games,0.01,0,0,0,0.02
15739,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0,0,0.02,0,0.02
15740,Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,0,0,0.02,0,0.02
15741,Clue / Mouse Trap / Perfection / Aggravation,DS,2006,Misc,Unknown,0.02,0,0,0,0.02
15743,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
15745,My Ballet Studio,DS,2009,Simulation,505 Games,0.01,0,0,0,0.02
15746,Postman Pat: Special Delivery Service,DS,2009,Misc,GSP,0,0.01,0,0,0.02
15749,Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,0,0.01,0,0,0.02
15750,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15754,Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02
15759,Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,0,0.02,0,0,0.02
15760,Hurry Up Hedgehog!,DS,2009,Racing,O-Games,0.02,0,0,0,0.02
15761,Hands On! Tangrams,DS,2009,Puzzle,Storm City Games,0.02,0,0,0,0.02
15762,Puzzle Chronicles,DS,2010,Puzzle,Konami Digital Entertainment,0.01,0,0,0,0.02
15765,Uchi no 3 Shimai DS,DS,2008,Misc,Culture Brain,0,0,0.02,0,0.02
15767,Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,0,0,0.02,0,0.02
15768,Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,0,0,0.02,0,0.02
15771,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft,0,0,0.02,0,0.02
15778,Dunamis 15,X360,2011,Adventure,5pb,0,0,0.02,0,0.02
15779,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken,0,0,0.02,0,0.02
15785,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0,0,0.02,0,0.02
15787,Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games,0.02,0,0,0,0.02
15793,Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0,0,0.02,0,0.02
15799,NHL 16,X360,2015,Sports,Electronic Arts,0,0.02,0,0,0.02
15805,Football Academy,DS,2009,Sports,Electronic Arts,0,0.01,0,0,0.02
15806,Kimi ni Todoke: Sodateru Omoi,DS,2009,Adventure,Banpresto,0,0,0.02,0,0.02
15807,Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.01,0.01,0,0,0.02
15808,Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment,0.02,0,0,0,0.02
15810,Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
15812,WRC 5: FIA World Rally Championship,X360,2015,Sports,Bigben Interactive,0,0.02,0,0,0.02
15817,Konductra,DS,2006,Puzzle,O3 Entertainment,0.02,0,0,0,0.02
15823,Winter Sports 3: The Great Tournament,X360,2010,Sports,Tradewest,0,0.01,0,0,0.02
15830,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,0,0,0.02,0,0.02
15832,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0,0,0.02,0,0.02
15833,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0,0,0.02,0,0.02
15834,LifeSigns: Surgical Unit,DS,2005,Simulation,JoWood Productions,0.01,0.01,0,0,0.02
15835,I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,0.02,0,0,0,0.02
15841,Zoey 101: Field Trip Fiasco,DS,2007,Action,THQ,0.02,0,0,0,0.02
15842,Dream C Club: GoGo,PS3,2014,Adventure,D3Publisher,0,0,0.02,0,0.02
15844,Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02
15846,Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo,0,0,0.02,0,0.02
15848,W.L.O. Sekai Renai Kikousen,X360,2010,Adventure,5pb,0,0,0.02,0,0.02
15850,Final Fantasy XI: All-In-One Pack 2006,X360,2006,Role-Playing,Square Enix,0,0,0.02,0,0.02
15852,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Misc,Alvion,0,0,0.02,0,0.02
15853,Winning Post 7: Maximum 2007,PS3,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02
15854,Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
15856,Dragon Booster,DS,2005,Shooter,Konami Digital Entertainment,0.02,0,0,0,0.02
15857,Germany's Next Topmodel 2011,DS,2011,Simulation,7G//AMES,0,0.01,0,0,0.02
15862,Transformers: Prime,Wii,2012,Action,Activision,0,0.01,0,0,0.02
15866,Gaist Crusher God,3DS,2014,Action,Capcom,0,0,0.02,0,0.02
15869,San Goku Shi DS 2,DS,2007,Strategy,Tecmo Koei,0,0,0.02,0,0.02
15871,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Action,Tecmo Koei,0,0,0.02,0,0.02
15878,Turbo: Super Stunt Squad,3DS,2013,Sports,D3Publisher,0,0.01,0,0,0.02
15882,PachiPara 3D,3DS,2011,Misc,Irem Software Engineering,0,0,0.02,0,0.02
15885,Earth Defense Force 2017 (old JP sales),X360,2006,Shooter,D3Publisher,0,0,0.02,0,0.02
15887,GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment,0.01,0,0,0,0.02
15892,Sora no Otoshimono Forte: Dreamy Season,DS,2011,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
15895,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006,Action,Takara Tomy,0,0,0.02,0,0.02
15899,Truck Racer,Wii,2009,Racing,Nordic Games,0,0.01,0,0,0.02
15909,Tokyo Friend Park II DS,DS,2006,Misc,Rocket Company,0,0,0.02,0,0.02
15911,Adventure Time: The Secret of the Nameless,3DS,2014,Adventure,Little Orbit,0.01,0,0,0,0.02
15919,Powerbike,DS,2009,Racing,Majesco Entertainment,0.01,0,0,0,0.02
15921,Magic Encyclopedia: Moonlight,DS,2010,Misc,Foreign Media Games,0,0.01,0,0,0.02
15923,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010,Role-Playing,Starfish,0,0,0.02,0,0.02
15930,Race Driver: Create & Race,DS,2007,Racing,Codemasters,0.01,0,0,0,0.02
15931,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Fighting,Konami Digital Entertainment,0,0,0.02,0,0.02
15937,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008,Action,Takara Tomy,0,0,0.02,0,0.02
15938,Pippa Funnell 2: Farm Adventures,DS,2007,Simulation,Ubisoft,0,0.01,0,0,0.02
15940,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,Tecmo Koei,0,0,0.02,0,0.02
15941,Space Invaders Revolution,DS,2005,Shooter,Rising Star Games,0.01,0,0,0,0.02
15942,Barbie and Her Sisters Puppy Rescue,PS3,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02
15945,UNO 52,DS,2006,Misc,Zoo Digital Publishing,0.01,0,0,0,0.02
15950,Accel World: Kasoku no Chouten,PS3,2013,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
15951,Poupee Girl DS,DS,2009,Misc,Alvion,0,0,0.02,0,0.02
15958,"Sharin no Kuni, Himawari no Shoujo",X360,2010,Adventure,5pb,0,0,0.02,0,0.02
15960,Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008,Adventure,D3Publisher,0,0,0.02,0,0.02
15961,Drone Tactics,DS,2007,Strategy,Success,0.01,0,0,0,0.02
15967,Curse of the Amsterdam Diamond,DS,2012,Puzzle,Easy Interactive,0,0.01,0,0,0.02
15969,Yume Neko DS,DS,2008,Simulation,Sega,0,0,0.02,0,0.02
15970,Dream C Club,PS3,2012,Simulation,D3Publisher,0,0,0.02,0,0.02
15982,Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.01,0,0,0,0.02
15985,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
15986,Dragon Zakura DS,DS,2007,Misc,Electronic Arts,0,0,0.01,0,0.01
15987,Chameleon: To Dye For!,DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01
15988,Hotel Giant DS,DS,2008,Simulation,Nobilis,0,0.01,0,0,0.01
15991,Don Bradman Cricket 14,X360,2014,Sports,Tru Blu Entertainment,0,0.01,0,0,0.01
15994,Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0,0.01,0,0,0.01
15999,Captain Morgane and the Golden Turtle,Wii,2012,Adventure,Reef Entertainment,0,0.01,0,0,0.01
16001,One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0,0,0.01,0,0.01
16003,Smart Kid's Mega Game Mix,DS,2009,Misc,UFO Interactive,0.01,0,0,0,0.01
16004,Diary Girl,DS,2008,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01
16005,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011,Role-Playing,Unknown,0,0,0.01,0,0.01
16012,Kimi no Yuusha,DS,2008,Role-Playing,SNK Playmore,0,0,0.01,0,0.01
16014,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Shooter,Ubisoft,0,0,0.01,0,0.01
16017,Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,Ackkstudios,0,0,0.01,0,0.01
16019,Cosmetic Paradise: Make no Kiseki,DS,2008,Misc,Global A Entertainment,0,0,0.01,0,0.01
16021,Nobunaga no Yabou DS,DS,2006,Strategy,Tecmo Koei,0,0,0.01,0,0.01
16025,Wiffle Ball Advance,DS,2007,Sports,Zoo Digital Publishing,0.01,0,0,0,0.01
16027,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007,Misc,D3Publisher,0,0,0.01,0,0.01
16033,My Little Baby,DS,2008,Simulation,CDV Software Entertainment,0,0.01,0,0,0.01
16038,Kaitou Rousseau,DS,2006,Action,Namco Bandai Games,0,0,0.01,0,0.01
16039,Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0,0,0.01,0,0.01
16047,Instant Brain,X360,2011,Adventure,Cave,0,0,0.01,0,0.01
16056,Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios,0,0.01,0,0,0.01
16065,Turbo: Super Stunt Squad,X360,2013,Sports,D3Publisher,0,0.01,0,0,0.01
16066,Super Robot Taisen XO,X360,2006,Strategy,Banpresto,0,0,0.01,0,0.01
16067,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015,Action,Namco Bandai Games,0,0,0.01,0,0.01
16075,Sousaku Alice to Oujisama!,3DS,2015,Simulation,Happinet,0,0,0.01,0,0.01
16077,Umihara Kawase Jun: Second Edition Kanzenban,DS,2009,Puzzle,Genterprise,0,0,0.01,0,0.01
16079,Fab 5 Soccer,DS,2008,Sports,Destineer,0.01,0,0,0,0.01
16080,Destiny Links,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01
16081,Best Of Tests,DS,2008,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
16084,Pro Angler Moves,PS3,2012,Sports,"Interworks Unlimited, Inc.",0.01,0,0,0,0.01
16087,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
16090,Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,Takara Tomy,0,0,0.01,0,0.01
16092,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010,Adventure,FuRyu,0,0,0.01,0,0.01
16093,Honda ATV Fever,DS,2010,Racing,Storm City Games,0.01,0,0,0,0.01
16095,Superstars V8 Racing,X360,2009,Racing,Black Bean Games,0,0.01,0,0,0.01
16097,Bakumatsu Koihana: Shinsengumi DS,DS,2008,Adventure,D3Publisher,0,0,0.01,0,0.01
16100,Super PickUps,Wii,2009,Racing,XS Games,0.01,0,0,0,0.01
16101,Ben 10 Omniverse 2,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01
16103,Konami Classics Vol. 2,X360,2009,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01
16105,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16109,Higurashi no Naku Koro ni Iki,PS3,2015,Action,Kaga Create,0,0,0.01,0,0.01
16113,DoDonPachi Saidaioujou,X360,2013,Shooter,Cave,0,0,0.01,0,0.01
16116,Winning Post 7 Maximum 2008,PS3,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
16120,Games Around the World,DS,2010,Misc,Zoo Games,0.01,0,0,0,0.01
16124,Turbo Trainz,Wii,2012,Racing,Mastertronic,0,0.01,0,0,0.01
16126,Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,Nintendo,0,0.01,0,0,0.01
16127,Young Justice: Legacy,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01
16128,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009,Adventure,Arc System Works,0,0,0.01,0,0.01
16130,Madden NFL 13,PS3,2012,Sports,Electronic Arts,0,0.01,0,0,0.01
16133,Dr. Slump & Arale-Chan,DS,2008,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16137,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008,Misc,Benesse,0,0,0.01,0,0.01
16140,Game Book DS: Sword World 2.0,DS,2009,Role-Playing,Broccoli,0,0,0.01,0,0.01
16145,WSC REAL 09: World Snooker Championship,PS3,2009,Sports,Deep Silver,0,0.01,0,0,0.01
16147,Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,0,0,0.01,0,0.01
16150,Chokkan! Asonde Relaxuma,DS,2008,Action,Rocket Company,0,0,0.01,0,0.01
16152,Minna no Conveni,DS,2010,Simulation,Taito,0,0,0.01,0,0.01
16154,SoulCalibur Legends (JP sales),Wii,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01
16156,Entaku no Seito: Students of Round,X360,2011,Role-Playing,ChunSoft,0,0,0.01,0,0.01
16161,Monkey Madness: Island Escape,DS,2010,Action,Storm City Games,0.01,0,0,0,0.01
16167,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008,Adventure,Capcom,0,0,0.01,0,0.01
16169,Smiley World: Island Challenge,DS,2009,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16170,Order Up!!,3DS,2011,Action,Funbox Media,0,0.01,0,0,0.01
16175,Military History: Commander - Europe at War,DS,2009,Strategy,Slitherine Software,0,0.01,0,0,0.01
16176,Tactics Layer: Ritina Guard Senki,DS,2009,Strategy,D3Publisher,0,0,0.01,0,0.01
16177,We Sing 80s,Wii,2012,Misc,Nordic Games,0,0.01,0,0,0.01
16179,San-X Character Channel: All-Star Daishuugou!,DS,2008,Action,MTO,0,0,0.01,0,0.01
16181,Putty Squad,PS3,2013,Platform,System 3,0,0.01,0,0,0.01
16182,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006,Sports,Sega,0,0,0.01,0,0.01
16184,Resistance Dual Pack,PS3,2011,Shooter,Sony Computer Entertainment,0,0.01,0,0,0.01
16191,Toro to Morimori,PS3,2009,Misc,Sony Computer Entertainment,0,0,0.01,0,0.01
16193,Satisfashion,Wii,2010,Misc,Destineer,0.01,0,0,0,0.01
16204,Adventure Time: The Secret of the Nameless,X360,2014,Adventure,Little Orbit,0.01,0,0,0,0.01
16205,Hakuoki: Reimeiroku DS,DS,2012,Action,Idea Factory,0,0,0.01,0,0.01
16208,Caladrius,X360,2013,Shooter,Moss,0,0,0.01,0,0.01
16209,Who Wants to be a Millionaire: 2nd Edition,DS,2008,Misc,Ubisoft,0,0.01,0,0,0.01
16210,Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16213,Groovin' Blocks,Wii,2009,Puzzle,Zoo Games,0.01,0,0,0,0.01
16215,Gardening Guide: How to get Green Fingers,DS,2009,Misc,Mindscape,0,0.01,0,0,0.01
16218,Tsukigime Ranko's Longest Day,PS3,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01
16220,Far East of Eden II: Manji Maru,DS,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01
16221,Family Jockey,Wii,2008,Sports,Namco Bandai Games,0,0,0.01,0,0.01
16230,Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0,0,0.01,0,0.01
16231,Double Sequence: The Q-Virus Invasion,DS,2008,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16233,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006,Action,D3Publisher,0.01,0,0,0,0.01
16239,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0,0.01,0,0,0.01
16243,Seisou no Amazones,3DS,2013,Role-Playing,Arc System Works,0,0,0.01,0,0.01
16246,Mahjong Taikai IV,PS3,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
16251,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009,Simulation,Konami Digital Entertainment,0,0,0.01,0,0.01
16253,Strider (2014),PS3,2014,Platform,Capcom,0,0,0.01,0,0.01
16254,Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007,Misc,Takara Tomy,0,0,0.01,0,0.01
16256,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,0.01,0,0.01
16258,No Fate! Only the Power of Will,X360,2010,Adventure,Alchemist,0,0,0.01,0,0.01
16260,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009,Role-Playing,Nippon Ichi Software,0,0,0.01,0,0.01
16262,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008,Action,D3Publisher,0,0,0.01,0,0.01
16266,Mamoru-kun wa Norowarete Shimatta!,X360,2009,Shooter,G.Rev,0,0,0.01,0,0.01
16272,Slide Adventure: Mag Kid,DS,2007,Action,Nintendo,0,0,0.01,0,0.01
16274,The Humans: Meet the Ancestors!,DS,2009,Puzzle,Deep Silver,0.01,0,0,0,0.01
16281,Monster Bomber,DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01
16287,The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,0.01,0.01,0,0,0.01
16288,Root Double: Before Crime After Days,X360,2012,Action,Yeti,0,0,0.01,0,0.01
16296,Jambo! Safari Animal Rescue,DS,2009,Simulation,Sega,0.01,0,0,0,0.01
16301,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015,Fighting,Nitroplus,0,0,0.01,0,0.01
16304,Fireman Sam: Action Stations,DS,2013,Action,Avanquest Software,0,0.01,0,0,0.01
16313,Happy Dance Collection,Wii,2008,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16317,Really? Really! DS,DS,2009,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16318,Gakuen Hetalia,DS,2012,Adventure,Idea Factory,0,0,0.01,0,0.01
16320,Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014,Adventure,Success,0,0,0.01,0,0.01
16324,Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft,0,0,0.01,0,0.01
16331,Wedding Planner: Dream Weddings Guaranteed,DS,2010,Simulation,DTP Entertainment,0,0.01,0,0,0.01
16332,Element Hunter,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01
16334,Rondo of Swords (jp sales),DS,2007,Role-Playing,Success,0,0,0.01,0,0.01
16339,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008,Misc,Creative Core,0,0,0.01,0,0.01
16341,Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0,0,0.01,0,0.01
16345,Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO,0,0,0.01,0,0.01
16356,G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0,0.01,0,0,0.01
16368,Survivor,Wii,2010,Adventure,Valcon Games,0.01,0,0,0,0.01
16377,Cross Edge Dash,X360,2009,Role-Playing,Compile Heart,0,0,0.01,0,0.01
16380,Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,0.01,0,0,0,0.01
16381,Luxor: Pharaoh's Challenge,DS,2007,Puzzle,Funsta,0,0.01,0,0,0.01
16383,Fate/kaleid liner Prisma Illya,3DS,2014,Action,Kadokawa Games,0,0,0.01,0,0.01
16384,Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0,0,0.01,0,0.01
16388,John Daly's ProStroke Golf,X360,2010,Sports,O-Games,0.01,0,0,0,0.01
16392,WSC REAL 09: World Snooker Championship,X360,2009,Sports,Deep Silver,0,0.01,0,0,0.01
16393,World Snooker Championship 2007,X360,2007,Sports,Sega,0,0.01,0,0,0.01
16394,Handball 16,X360,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01
16397,Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment,0,0,0.01,0,0.01
16398,LMA Manager 2007,X360,2006,Sports,Codemasters,0,0.01,0,0,0.01
16399,San-X: Chara Sagashi Land,DS,2007,Action,MTO,0,0,0.01,0,0.01
16408,The Wild West,DS,2007,Action,Majesco Entertainment,0.01,0,0,0,0.01
16412,"Element Girl: Love, Fashion and Friends",DS,2008,Adventure,DTP Entertainment,0,0.01,0,0,0.01
16413,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0,0,0.01,0,0.01
